"incomesS","incomesW"
73510,52880
41794,37246
53922,43657
116103,70005
177936,90850
102134,64721
390671,146603
75163,53610
16790,20837
73949,53075
4909,9258
41662,37172
68732,50733
25480,27247
69349,51014
49967,41638
12468,17165
109297,67464
90598,60134
7217,11968
542988,179069
1222,3638
11239,16036
39380,35883
85836,58173
53949,43671
28840,29481
140142,78537
21512,24450
225650,104994
18892,22489
51367,42360
82297,56687
29869,30144
28106,29003
15052,19410
18474,22167
4014,8093
7889,12696
63559,48340
50086,41700
279774,119669
26571,27985
25761,27439
43397,38133
56912,45144
88805,59401
78610,55111
80415,55886
81306,56266
4457,8681
52766,43074
69945,51284
22934,25474
56265,44825
48636,40944
25784,27454
19338,22830
98353,63241
41584,37129
49021,41146
48625,40938
36574,34255
47321,40251
23805,26090
38592,35431
142593,79373
135363,76890
13752,18301
36264,34072
165422,86900
36662,34307
46642,39890
97903,63064
83044,57002
72643,52495
24858,26821
62960,48058
164669,86658
72541,52450
93712,61394
19864,23228
42350,37555
58936,46132
51239,42294
39353,35867
29123,29664
82515,56779
18164,21926
28002,28934
35083,33370
68112,50451
33784,32585
10058,14906
131761,75634
58239,45794
48235,40734
33804,32597
66579,49746
20631,23802
22232,24972
25358,27164
33808,32600
23554,25913
31960,31463
46972,40065
8918,13770
61931,47570
22111,24885
5340,9793
54492,43943
39494,35948
44692,38840
25608,27335
80396,55877
4710,9006
10063,14912
152751,82777
10574,15406
38586,35428
15840,20065
98887,63452
26621,28018
31596,31236
7124,11866
51288,42320
13115,17742
31127,30942
12456,17154
38232,35223
133065,76090
27002,28273
421,1773
17469,21379
8212,13038
85371,57979
17495,21400
370717,142005
10677,15504
58447,45895
23262,25707
78435,55035
12513,17205
17292,21239
42907,37864
38515,35386
136076,77137
190920,94834
49339,41312
215023,101956
11849,16601
9631,14486
42146,37442
40001,36237
11851,16603
4139,8261
33070,32149
29786,30091
227102,105405
159814,85091
57028,45201
95125,61960
18595,22260
68501,50628
118958,71053
4564,8819
121303,71906
37293,34677
1306267,305183
11398,16184
13726,18278
84746,57718
131611,75581
56251,44818
23475,25857
17145,21122
35549,33648
40125,36307
16680,20749
30461,30521
33067,32147
39195,35777
33193,32224
15220,19551
1298,3789
27852,28835
2091,5224
9115,13969
32938,32068
25582,27317
14622,19048
43054,37944
58662,45999
16011,20205
89899,59849
56233,44809
51252,42301
6029,10619
9429,14285
14829,19222
33709,32539
22355,25060
233518,107208
79142,55340
25184,27044
46302,39708
63640,48378
24378,26489
2655646,469526
17765,21613
76154,54044
23284,25723
24929,26870
46016,39555
43905,38412
32343,31701
48311,40773
50534,41932
67068,49972
108028,66983
6358,11002
3060,6747
349012,136891
48512,40879
78866,55221
40845,36714
23595,25942
12250,16968
27905,28870
253297,112646
68745,50739
323291,130666
79783,55615
113976,69217
31280,31038
22385,25082
98157,63164
161897,85766
8757,13604
55321,44357
80028,55720
41514,37090
117983,70696
47396,40291
7733,12529
58547,45943
9733,14587
10543,15376
5367,9827
30542,30572
16498,20602
6106,10709
35061,33356
20842,23958
793438,225463
51241,42295
23688,26007
15139,19483
44642,38813
63474,48300
12481,17176
38839,35573
503402,171020
23925,26173
5868,10429
78816,55199
43508,38194
11768,16527
46578,39855
91217,60386
35325,33514
82878,56932
38413,35328
97336,62840
34606,33083
188703,94162
36041,33940
26099,27667
51337,42345
45632,39348
12667,17344
68770,50751
135081,76792
17137,21115
64410,48739
5258,9693
18320,22047
73191,52739
96307,62432
37555,34830
119008,71071
25039,26946
12546,17235
224995,104809
7603,12389
53978,43686
100908,64243
34170,32819
71622,52039
55944,44666
42020,37372
6580,11256
13837,18374
54431,43913
105758,66118
52531,42955
8089,12908
66212,49577
15785,20019
195879,96327
37353,34712
518336,174085
22932,25473
22920,25464
10816,15636
38639,35458
65755,49365
254028,112843
7666,12457
11803,16559
82546,56792
8958,13810
30115,30301
19937,23283
323654,130755
39983,36227
39024,35679
54718,44056
355656,138469
121858,72107
14479,18926
73116,52705
13207,17824
88196,59150
21668,24564
62229,47712
24895,26846
46039,39567
92197,60783
185837,93288
5813,10364
92419,60873
75265,53655
